category,color_brightness,entropy,ID,instruction,instruction_type,Descript,param_ratio,Code,unit_n,verify
"Machines and appliances for preparing food or drink, not elsewhere specified",Medium Bright,3.654273912,4f313a31-3428-45ce-bc80-3534828975e8,"Design a drum with a cylindrical body and a drumhead stretched over the top. The drum should have two drumsticks placed on the side. The body of the drum should be hollow, allowing for sound to resonate.",Verbal Question,Drum,8.25,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
body_color = bpy.data.materials.new(name=""Body Color"")
body_color.diffuse_color = (0.8, 0.2, 0.2, 1)  # Red color for the drum body
drumhead_color = bpy.data.materials.new(name=""Drumhead Color"")
drumhead_color.diffuse_color = (0.9, 0.9, 0.9, 1)  # Light gray color for the drumhead
drumstick_color = bpy.data.materials.new(name=""Drumstick Color"")
drumstick_color.diffuse_color = (0.5, 0.25, 0.1, 1)  # Brown color for the drumsticks

# Step 2: Create the Drum Body
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=1.5, location=(0, 0, 0.75))
body = bpy.context.object
body.name = ""Drum Body""
body.data.materials.append(body_color)

# Step 3: Create the Drumhead
bpy.ops.mesh.primitive_cylinder_add(radius=1.05, depth=0.1, location=(0, 0, 1.5))
drumhead = bpy.context.object
drumhead.name = ""Drumhead""
drumhead.data.materials.append(drumhead_color)

# Step 4: Create the Drumsticks
for i in range(2):
    x = 1.2 * (i * 2 - 1)
    bpy.ops.mesh.primitive_cylinder_add(radius=0.05, depth=1.5, location=(x, 0, 0.75), rotation=(1.5708, 0, 0))
    drumstick = bpy.context.object
    drumstick.name = f""Drumstick {i + 1}""
    drumstick.data.materials.append(drumstick_color)",4,gpt
"Recording, telecommunication or data processing equipment",Dark,2.282658918,4fc39d29-356d-4a4d-a934-99d9ad2314e6,"Create a 3D model of a dining table. The table should be rectangular and large enough to seat six people comfortably. It should have four straight legs and a flat tabletop. The design should be functional and straightforward, with no additional features or decorations.",Comparing Question,Dining Table,2,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Step 2: Create the Tabletop
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 1))
tabletop = bpy.context.object
tabletop.scale[0] = 2  # Length
tabletop.scale[1] = 1  # Width
tabletop.scale[2] = 0.1  # Thickness
tabletop.name = ""Tabletop""

# Step 3: Create the Legs
leg_height = 1
leg_radius = 0.1
leg_positions = [(-1.8, -0.9, leg_height / 2), (1.8, -0.9, leg_height / 2), (-1.8, 0.9, leg_height / 2), (1.8, 0.9, leg_height / 2)]

for i, pos in enumerate(leg_positions):
    bpy.ops.mesh.primitive_cylinder_add(radius=leg_radius, depth=leg_height, location=pos)
    leg = bpy.context.object
    leg.name = f""Leg {i + 1}""",2,gpt
Medical and laboratory equipment,Very Dark,4.670080435,2fb7f9b3-5dc5-43a7-92cf-eb4dcfb22a10,"How would you describe a simple chocolate bar, divided into small rectangular segments?",Comparing Question,Chocolate Bar,6.5,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the chocolate color
chocolate = bpy.data.materials.new(name=""Chocolate"")
chocolate.diffuse_color = (0.24, 0.15, 0.10, 1)  # Dark chocolate color

# Step 2: Create the base of the chocolate bar
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0))
base = bpy.context.object
base.name = ""Chocolate Base""
base.scale = (1, 0.5, 0.1)
base.data.materials.append(chocolate)

# Step 3: Create the rectangular segments
num_segments_x = 8
num_segments_y = 4
segment_size = 0.2
gap = 0.05

for i in range(num_segments_x):
    for j in range(num_segments_y):
        x = (i - num_segments_x / 2 + 0.5) * (segment_size + gap)
        y = (j - num_segments_y / 2 + 0.5) * (segment_size + gap)
        bpy.ops.mesh.primitive_cube_add(size=1, location=(x, y, 0.1))
        segment = bpy.context.object
        segment.name = f""Segment {i * num_segments_y + j + 1}""
        segment.scale = (segment_size, segment_size, 0.1)
        segment.data.materials.append(chocolate)",2,gpt
"Recording, telecommunication or data processing equipment",Very Bright,5.015799985,3e203fe5-9634-4e9b-8458-385f1e56dca8,Create a light bulb with a rounded top and a screw base. Ensure the base has a series of ridges for screwing into a socket.,Feature Question,Light Bulb,6.5,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
bulb_color = bpy.data.materials.new(name=""Bulb Color"")
bulb_color.diffuse_color = (1, 1, 1, 1)  # White color
base_color = bpy.data.materials.new(name=""Base Color"")
base_color.diffuse_color = (0.2, 0.2, 0.2, 1)  # Dark gray color

# Step 2: Create the Rounded Top (Bulb)
bpy.ops.mesh.primitive_uv_sphere_add(radius=0.5, location=(0, 0, 1))
bulb = bpy.context.object
bulb.name = ""Bulb""
bulb.data.materials.append(bulb_color)

# Step 3: Create the Screw Base
bpy.ops.mesh.primitive_cylinder_add(radius=0.3, depth=0.6, location=(0, 0, 0.3))
base = bpy.context.object
base.name = ""Base""
base.data.materials.append(base_color)

# Step 4: Create the Screw Ridges
bpy.ops.mesh.primitive_torus_add(major_radius=0.35, minor_radius=0.02, location=(0, 0, 0.3))
ridge1 = bpy.context.object
ridge1.name = ""Ridge 1""
ridge1.data.materials.append(base_color)

bpy.ops.mesh.primitive_torus_add(major_radius=0.35, minor_radius=0.02, location=(0, 0, 0.4))
ridge2 = bpy.context.object
ridge2.name = ""Ridge 2""
ridge2.data.materials.append(base_color)

bpy.ops.mesh.primitive_torus_add(major_radius=0.35, minor_radius=0.02, location=(0, 0, 0.5))
ridge3 = bpy.context.object
ridge3.name = ""Ridge 3""
ridge3.data.materials.append(base_color)

bpy.ops.mesh.primitive_torus_add(major_radius=0.35, minor_radius=0.02, location=(0, 0, 0.6))
ridge4 = bpy.context.object
ridge4.name = ""Ridge 4""
ridge4.data.materials.append(base_color)",6,gpt
"Household goods, not elsewhere specified",Medium Bright,2.2152355,1c444717-7fec-445c-90f5-00cfbef81c68,"Create a coffee table with a rectangular top. The table should have four legs, one at each corner. The height should be around 18 inches, making it suitable for placing in front of a sofa.",Decoration Question,Coffee Table,2,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Step 2: Create the Table Top
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
table_top = bpy.context.object
table_top.scale[0] = 1.5  # Scale along X-axis
table_top.scale[1] = 0.75  # Scale along Y-axis
table_top.scale[2] = 0.1  # Scale along Z-axis

# Step 3: Create the Legs
leg_height = 0.45  # 18 inches in meters
leg_radius = 0.05  # 5 cm radius
positions = [(-1.4, -0.7, leg_height / 2), (1.4, -0.7, leg_height / 2), (-1.4, 0.7, leg_height / 2), (1.4, 0.7, leg_height / 2)]

for i, pos in enumerate(positions):
    bpy.ops.mesh.primitive_cylinder_add(radius=leg_radius, depth=leg_height, location=pos)
    leg = bpy.context.object
    leg.name = f""Leg {i + 1}""",2,gpt
Foodstuffs,Medium Bright,2.995732274,1ca686b4-d583-48b2-9e88-def7465877fe,"Create a 3D model of a sandwich. The sandwich should have two slices of bread with layers of lettuce, tomato, and cheese in between.",Feature Question,Sandwich,8,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
bread_color = bpy.data.materials.new(name=""Bread"")
bread_color.diffuse_color = (0.9, 0.7, 0.5, 1)  # Light brown color for bread
lettuce_color = bpy.data.materials.new(name=""Lettuce"")
lettuce_color.diffuse_color = (0.2, 0.8, 0.2, 1)  # Green color for lettuce
tomato_color = bpy.data.materials.new(name=""Tomato"")
tomato_color.diffuse_color = (0.8, 0.1, 0.1, 1)  # Red color for tomato
cheese_color = bpy.data.materials.new(name=""Cheese"")
cheese_color.diffuse_color = (1, 0.9, 0.1, 1)  # Yellow color for cheese

# Step 2: Create the Bottom Slice of Bread
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0))
bottom_bread = bpy.context.object
bottom_bread.name = ""Bottom Bread""
bottom_bread.scale[2] = 0.1
bottom_bread.data.materials.append(bread_color)

# Step 3: Create the Lettuce Layer
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.2))
lettuce = bpy.context.object
lettuce.name = ""Lettuce""
lettuce.scale[2] = 0.05
lettuce.data.materials.append(lettuce_color)

# Step 4: Create the Tomato Layer
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.3))
tomato = bpy.context.object
tomato.name = ""Tomato""
tomato.scale[2] = 0.05
tomato.data.materials.append(tomato_color)

# Step 5: Create the Cheese Layer
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.4))
cheese = bpy.context.object
cheese.name = ""Cheese""
cheese.scale[2] = 0.05
cheese.data.materials.append(cheese_color)

# Step 6: Create the Top Slice of Bread
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.6))
top_bread = bpy.context.object
top_bread.name = ""Top Bread""
top_bread.scale[2] = 0.1
top_bread.data.materials.append(bread_color)",5,gpt
Foodstuffs,Medium Bright,2.94700477,1cabea66-b039-42ce-8e1b-835cd7c1298f,"Create a sandwich consisting of two slices of bread with lettuce, tomato, cheese, and ham layered in between.",Decoration Question,Sandwich,8.166666667,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
bread_color = bpy.data.materials.new(name=""Bread"")
bread_color.diffuse_color = (0.9, 0.7, 0.5, 1)  # Light brown color
lettuce_color = bpy.data.materials.new(name=""Lettuce"")
lettuce_color.diffuse_color = (0.2, 0.8, 0.2, 1)  # Green color
tomato_color = bpy.data.materials.new(name=""Tomato"")
tomato_color.diffuse_color = (0.8, 0.1, 0.1, 1)  # Red color
cheese_color = bpy.data.materials.new(name=""Cheese"")
cheese_color.diffuse_color = (1, 0.9, 0.5, 1)  # Yellow color
ham_color = bpy.data.materials.new(name=""Ham"")
ham_color.diffuse_color = (0.9, 0.5, 0.1, 1)  # Pink color

# Step 2: Create the Bottom Slice of Bread
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0))
bottom_bread = bpy.context.object
bottom_bread.scale[2] = 0.1
bottom_bread.name = ""Bottom Bread""
bottom_bread.data.materials.append(bread_color)

# Step 3: Create the Lettuce
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.2))
lettuce = bpy.context.object
lettuce.scale[2] = 0.05
lettuce.name = ""Lettuce""
lettuce.data.materials.append(lettuce_color)

# Step 4: Create the Tomato
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.3))
tomato = bpy.context.object
tomato.scale[2] = 0.05
tomato.name = ""Tomato""
tomato.data.materials.append(tomato_color)

# Step 5: Create the Cheese
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.4))
cheese = bpy.context.object
cheese.scale[2] = 0.05
cheese.name = ""Cheese""
cheese.data.materials.append(cheese_color)

# Step 6: Create the Ham
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
ham = bpy.context.object
ham.scale[2] = 0.05
ham.name = ""Ham""
ham.data.materials.append(ham_color)

# Step 7: Create the Top Slice of Bread
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.7))
top_bread = bpy.context.object
top_bread.scale[2] = 0.1
top_bread.name = ""Top Bread""
top_bread.data.materials.append(bread_color)",6,gpt
Musical instruments,Medium Bright,2.995732274,1caddf73-cc7a-4d53-948f-b48ff5e56b3f,"Can you make a 3D model of a sandwich? It should have layers of bread, lettuce, tomato, and cheese.",Verbal Question,Sandwich,8,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
bread_color = bpy.data.materials.new(name=""Bread"")
bread_color.diffuse_color = (0.96, 0.87, 0.70, 1)  # Light brown color for bread
lettuce_color = bpy.data.materials.new(name=""Lettuce"")
lettuce_color.diffuse_color = (0.13, 0.55, 0.13, 1)  # Green color for lettuce
tomato_color = bpy.data.materials.new(name=""Tomato"")
tomato_color.diffuse_color = (0.89, 0.15, 0.07, 1)  # Red color for tomato
cheese_color = bpy.data.materials.new(name=""Cheese"")
cheese_color.diffuse_color = (1.0, 0.83, 0.0, 1)  # Yellow color for cheese

# Step 2: Create the Bottom Bread Slice
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0))
bottom_bread = bpy.context.object
bottom_bread.name = ""Bottom Bread""
bottom_bread.scale[2] = 0.1  # Make it flat
bottom_bread.data.materials.append(bread_color)

# Step 3: Create the Lettuce Layer
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.2))
lettuce = bpy.context.object
lettuce.name = ""Lettuce""
lettuce.scale[2] = 0.05  # Make it flat
lettuce.data.materials.append(lettuce_color)

# Step 4: Create the Tomato Layer
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.3))
tomato = bpy.context.object
tomato.name = ""Tomato""
tomato.scale[2] = 0.05  # Make it flat
tomato.data.materials.append(tomato_color)

# Step 5: Create the Cheese Layer
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.4))
cheese = bpy.context.object
cheese.name = ""Cheese""
cheese.scale[2] = 0.05  # Make it flat
cheese.data.materials.append(cheese_color)

# Step 6: Create the Top Bread Slice
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.6))
top_bread = bpy.context.object
top_bread.name = ""Top Bread""
top_bread.scale[2] = 0.1  # Make it flat
top_bread.data.materials.append(bread_color)",5,gpt
Tools and hardware,Bright,4.418813276,1d823819-031e-46c1-ba32-2754b007c8ab,Please create a 3D model of a pizza with a crust and cheese.,Feeling Question,Pizza,10,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
crust_color = bpy.data.materials.new(name=""Crust"")
crust_color.diffuse_color = (0.8, 0.5, 0.2, 1)  # Light brown color for crust
cheese_color = bpy.data.materials.new(name=""Cheese"")
cheese_color.diffuse_color = (1, 0.9, 0.5, 1)  # Yellowish color for cheese

# Step 2: Create the Crust
bpy.ops.mesh.primitive_cylinder_add(radius=1.1, depth=0.1, location=(0, 0, 0))
crust = bpy.context.object
crust.name = ""Crust""
crust.data.materials.append(crust_color)

# Step 3: Create the Cheese Layer
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=0.02, location=(0, 0, 0.06))
cheese = bpy.context.object
cheese.name = ""Cheese""
cheese.data.materials.append(cheese_color)",2,gpt
"Machines and appliances for preparing food or drink, not elsewhere specified",Medium Bright,5.583918722,1e24ceee-b089-4102-8780-65d606968304,Can you create a cat bed that is cozy and inviting? It should have raised sides and a soft interior for the cat to curl up in.,Verbal Question,Cat Bed,8.333333333,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
soft_grey = bpy.data.materials.new(name=""Soft Grey"")
soft_grey.diffuse_color = (0.8, 0.8, 0.8, 1)  # Soft grey color
soft_brown = bpy.data.materials.new(name=""Soft Brown"")
soft_brown.diffuse_color = (0.4, 0.2, 0.1, 1)  # Soft brown color

# Step 2: Create the Base of the Cat Bed
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=0.2, location=(0, 0, 0))
base = bpy.context.object
base.name = ""Base""
base.data.materials.append(soft_grey)

# Step 3: Create the Raised Sides
bpy.ops.mesh.primitive_torus_add(major_radius=1.1, minor_radius=0.2, location=(0, 0, 0.2))
sides = bpy.context.object
sides.name = ""Sides""
sides.data.materials.append(soft_brown)

# Step 4: Create the Soft Interior
bpy.ops.mesh.primitive_cylinder_add(radius=0.9, depth=0.15, location=(0, 0, 0.025))
soft_interior = bpy.context.object
soft_interior.name = ""Soft Interior""
soft_interior.data.materials.append(soft_grey)",3,gpt
"Graphic symbols and logos, surface patterns, ornamentation, arrangement of interiors and exteriors",Medium Bright,3.029712081,1e7f0020-3cd0-4b65-a374-3cf6e2989e2b,"Can you create a 3D model of a sandwich with two slices of bread, lettuce, tomato, and a slice of cheese? Compare the thickness of the lettuce to the tomato.",Specific Usage Question,Sandwich,8,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
bread_color = bpy.data.materials.new(name=""Bread"")
bread_color.diffuse_color = (0.9, 0.7, 0.5, 1)  # Light brown color for bread
lettuce_color = bpy.data.materials.new(name=""Lettuce"")
lettuce_color.diffuse_color = (0.2, 0.8, 0.2, 1)  # Green color for lettuce
tomato_color = bpy.data.materials.new(name=""Tomato"")
tomato_color.diffuse_color = (0.8, 0.1, 0.1, 1)  # Red color for tomato
cheese_color = bpy.data.materials.new(name=""Cheese"")
cheese_color.diffuse_color = (1, 0.9, 0.1, 1)  # Yellow color for cheese

# Step 2: Create the Bottom Slice of Bread
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0))
bottom_bread = bpy.context.object
bottom_bread.name = ""Bottom Bread""
bottom_bread.scale[2] = 0.1
bottom_bread.data.materials.append(bread_color)

# Step 3: Create the Lettuce
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.2))
lettuce = bpy.context.object
lettuce.name = ""Lettuce""
lettuce.scale[2] = 0.05
lettuce.data.materials.append(lettuce_color)

# Step 4: Create the Tomato
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.3))
tomato = bpy.context.object
tomato.name = ""Tomato""
tomato.scale[2] = 0.1
tomato.data.materials.append(tomato_color)

# Step 5: Create the Cheese
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.4))
cheese = bpy.context.object
cheese.name = ""Cheese""
cheese.scale[2] = 0.05
cheese.data.materials.append(cheese_color)

# Step 6: Create the Top Slice of Bread
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.6))
top_bread = bpy.context.object
top_bread.name = ""Top Bread""
top_bread.scale[2] = 0.1
top_bread.data.materials.append(bread_color)",5,gpt
Furnishing,Medium Bright,2.2152355,21a5d106-b892-4b33-8ef9-7c9f13f534bb,"Imagine a coffee table that invites casual conversation. It should be rectangular with four legs. Each leg should have a simple, clean design.",Feeling Question,Coffee Table,4.5,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
wood_color = bpy.data.materials.new(name=""Wood"")
wood_color.diffuse_color = (0.55, 0.27, 0.07, 1)  # Brown wood color

# Step 2: Create the Table Top
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
table_top = bpy.context.object
table_top.scale[0] = 2  # Length
table_top.scale[1] = 1  # Width
table_top.scale[2] = 0.1  # Thickness
table_top.name = ""Table Top""
table_top.data.materials.append(wood_color)

# Step 3: Create the Legs
leg_height = 0.5
leg_radius = 0.05
leg_positions = [(-1.9, -0.9, leg_height / 2), (1.9, -0.9, leg_height / 2), (-1.9, 0.9, leg_height / 2), (1.9, 0.9, leg_height / 2)]

for i, pos in enumerate(leg_positions):
    bpy.ops.mesh.primitive_cylinder_add(radius=leg_radius, depth=leg_height, location=pos)
    leg = bpy.context.object
    leg.name = f""Leg {i + 1}""
    leg.data.materials.append(wood_color)",2,gpt
Furnishing,Dark,2.2152355,2c46226d-6e25-4702-9e99-7ecbf77aabac,"Create a 3D model of a dining table. It should be rectangular and large enough to seat six people comfortably. Include simple, sturdy legs for support.",Specific Usage Question,Dining Table,4.5,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color for the table
wood_color = bpy.data.materials.new(name=""Wood"")
wood_color.diffuse_color = (0.55, 0.27, 0.07, 1)  # Wood color

# Step 2: Create the Table Top
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.75))
table_top = bpy.context.object
table_top.scale[0] = 2  # Length
table_top.scale[1] = 1  # Width
table_top.scale[2] = 0.1  # Thickness
table_top.name = ""Table Top""
table_top.data.materials.append(wood_color)

# Step 3: Create the Legs
leg_height = 0.75
leg_radius = 0.05
positions = [(-1.8, -0.9, leg_height / 2), (1.8, -0.9, leg_height / 2), (-1.8, 0.9, leg_height / 2), (1.8, 0.9, leg_height / 2)]

for i, pos in enumerate(positions):
    bpy.ops.mesh.primitive_cylinder_add(radius=leg_radius, depth=leg_height, location=pos)
    leg = bpy.context.object
    leg.name = f""Leg {i + 1}""
    leg.data.materials.append(wood_color)",2,gpt
Musical instruments,Medium Bright,3.119162313,00ddc019-8de3-49ba-8778-f0ca2f939721,Let's create a sofa. It should have a rectangular base with a length of 6 feet and a width of 3 feet. Add two armrests on each side and a backrest that spans the length of the sofa.,Decoration Question,Sofa,4.25,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
sofa_color = bpy.data.materials.new(name=""Sofa Color"")
sofa_color.diffuse_color = (0.5, 0.25, 0.25, 1)  # Medium brown color

# Step 2: Create the Base
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
base = bpy.context.object
base.scale = (3, 1.5, 0.5)
base.name = ""Base""
base.data.materials.append(sofa_color)

# Step 3: Create the Armrests
for i in range(2):
    x = 3 * (i * 2 - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, 1.25))
    armrest = bpy.context.object
    armrest.scale = (0.2, 1.5, 0.75)
    armrest.name = f""Armrest {i + 1}""
    armrest.data.materials.append(sofa_color)

# Step 4: Create the Backrest
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, -1.5, 1.25))
backrest = bpy.context.object
backrest.scale = (3, 0.2, 0.75)
backrest.name = ""Backrest""
backrest.data.materials.append(sofa_color)",4,gpt
Means of transport or hoisting,Dark,4.842501973,02dca181-29b2-4c59-afad-c0af9703f9c0,Design a 3D model of a blender with a cylindrical container and a base with control buttons.,Outlook Question,Blender,5.8,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
base_color = bpy.data.materials.new(name=""Base Color"")
base_color.diffuse_color = (0.2, 0.2, 0.2, 1)  # Dark gray color
container_color = bpy.data.materials.new(name=""Container Color"")
container_color.diffuse_color = (0.8, 0.8, 0.8, 0.3)  # Light gray with some transparency
button_color = bpy.data.materials.new(name=""Button Color"")
button_color.diffuse_color = (0.8, 0.1, 0.1, 1)  # Red color

# Step 2: Create the Base
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=0.5, location=(0, 0, 0.25))
base = bpy.context.object
base.name = ""Base""
base.data.materials.append(base_color)

# Step 3: Create the Container
bpy.ops.mesh.primitive_cylinder_add(radius=0.8, depth=2, location=(0, 0, 1.5))
container = bpy.context.object
container.name = ""Container""
container.data.materials.append(container_color)

# Step 4: Create the Control Buttons
for i in range(3):
    bpy.ops.mesh.primitive_cube_add(size=0.2, location=(0.5 * (i - 1), 0.9, 0.25))
    button = bpy.context.object
    button.name = f""Button {i + 1}""
    button.data.materials.append(button_color)",5,gpt
Furnishing,Medium Bright,5.358552484,0a41589f-3532-46a6-94aa-55d1661f02a2,Can you create a 3D model of an apple with a simple stem?,Specific Usage Question,Apple,9.5,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
apple_red = bpy.data.materials.new(name=""Apple Red"")
apple_red.diffuse_color = (0.8, 0.1, 0.1, 1)  # Red color for the apple
stem_brown = bpy.data.materials.new(name=""Stem Brown"")
stem_brown.diffuse_color = (0.4, 0.2, 0.1, 1)  # Brown color for the stem

# Step 2: Create the Apple
bpy.ops.mesh.primitive_uv_sphere_add(radius=1, location=(0, 0, 0))
apple = bpy.context.object
apple.name = ""Apple""
apple.data.materials.append(apple_red)

# Step 3: Create the Stem
bpy.ops.mesh.primitive_cylinder_add(radius=0.05, depth=0.5, location=(0, 0, 1.25))
stem = bpy.context.object
stem.name = ""Stem""
stem.data.materials.append(stem_brown)",2,gpt
Furnishing,Very Dark,4.332169878,0acec847-c6c7-4c37-a8bf-99eded469159,Design a chessboard with alternating black and white squares. Make sure it has an 8x8 grid.,Decoration Question,Chessboard,0.203125,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
black = bpy.data.materials.new(name=""Black"")
black.diffuse_color = (0, 0, 0, 1)  # Black color
white = bpy.data.materials.new(name=""White"")
white.diffuse_color = (1, 1, 1, 1)  # White color

# Step 2: Create the Chessboard
square_size = 1
for row in range(8):
    for col in range(8):
        bpy.ops.mesh.primitive_plane_add(size=square_size, location=(col * square_size, row * square_size, 0))
        square = bpy.context.object
        square.name = f""Square {row * 8 + col + 1}""
        if (row + col) % 2 == 0:
            square.data.materials.append(white)
        else:
            square.data.materials.append(black)",64,gpt
"Games, toys, tents and sports goods",Very Dark,4.126180074,0af02256-1e8b-4e3a-b910-dbbec8c30e1b,What are the defining features of a hat?,Outlook Question,Hat,7.5,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
hat_color = bpy.data.materials.new(name=""Hat Color"")
hat_color.diffuse_color = (0.5, 0.25, 0.1, 1)  # Brown color

# Step 2: Create the Brim
bpy.ops.mesh.primitive_cylinder_add(radius=1.5, depth=0.1, location=(0, 0, 0))
brim = bpy.context.object
brim.name = ""Brim""
brim.data.materials.append(hat_color)

# Step 3: Create the Crown
bpy.ops.mesh.primitive_cylinder_add(radius=0.75, depth=1, location=(0, 0, 0.55))
crown = bpy.context.object
crown.name = ""Crown""
crown.data.materials.append(hat_color)",2,gpt
"Graphic symbols and logos, surface patterns, ornamentation, arrangement of interiors and exteriors",Medium Bright,5.324896898,0b0a454b-a86d-4cd4-acaa-b0954055bb70,Generate a 3D model of an apple. The apple should be round with a small stem at the top. Keep the design simple and realistic.,Specific Usage Question,Apple,9.5,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
apple_red = bpy.data.materials.new(name=""Apple Red"")
apple_red.diffuse_color = (0.8, 0.1, 0.1, 1)  # Red color for the apple
stem_brown = bpy.data.materials.new(name=""Stem Brown"")
stem_brown.diffuse_color = (0.4, 0.2, 0.1, 1)  # Brown color for the stem

# Step 2: Create the Apple
bpy.ops.mesh.primitive_uv_sphere_add(radius=1, location=(0, 0, 0))
apple = bpy.context.object
apple.name = ""Apple""
apple.data.materials.append(apple_red)

# Step 3: Create the Stem
bpy.ops.mesh.primitive_cylinder_add(radius=0.05, depth=0.3, location=(0, 0, 1.15))
stem = bpy.context.object
stem.name = ""Stem""
stem.data.materials.append(stem_brown)",2,gpt
